Nom,Lien,Code INSEE,Page Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Maison saint malo des trois fontaines 7 pièce(s) 136 m2,https://www.etreproprio.com/immobilier-23828086-vente-maison-saint-malo-des-trois-fontaines-7-pieces-136-m2-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,117150.0,Saint-Malo-Des-Trois-Fontaines 56490,134.0,463,7.0,874.0
Maison 144m² à saint-malo-des-trois-fontaines,https://www.etreproprio.com/immobilier-23130086-vente-maison-144m-a-saint-malo-des-trois-fontaines-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,226000.0,Saint-Malo-Des-Trois-Fontaines 56490,144.0,2 653,5.0,1569.0
Maison 145m² à saint-malo-des-trois-fontaines,https://www.etreproprio.com/immobilier-22125405-vente-maison-145m-a-saint-malo-des-trois-fontaines-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,226000.0,Saint-Malo-Des-Trois-Fontaines 56490,145.0,2 000,5.0,1559.0
Vente maison saint-malo-des-trois-fontaines(56490) 64 800ï¿œ,https://www.etreproprio.com/immobilier-19661344-vente-vente-maison-saint-malo-des-trois-fontaines56490-64-800i-oe-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,64800.0,Saint-Malo-Des-Trois-Fontaines 56490,157.0,900,4.0,413.0
Maison 5 pièces saint-malo-des-3-fontaines 56490,https://www.etreproprio.com/immobilier-21963701-vente-maison-5-pieces-saint-malo-des-3-fontaines-56490-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,226500.0,Saint-Malo-Des-Trois-Fontaines 56490,143.0,,5.0,1584.0
Vente maison saint-malo-des-trois-fontaines(56490) 29 000ï¿œ,https://www.etreproprio.com/immobilier-23109164-vente-vente-maison-saint-malo-des-trois-fontaines56490-29-000i-oe-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,29000.0,Saint-Malo-Des-Trois-Fontaines 56490,120.0,1 900,2.0,242.0
Maison 92m² à saint-malo-des-trois-fontaines,https://www.etreproprio.com/immobilier-23103643-vente-maison-92m-a-saint-malo-des-trois-fontaines-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,151360.0,Saint-Malo-Des-Trois-Fontaines 56490,92.0,600,5.0,1645.0
Maison saint malo des trois fontaines 4 pièce(s) 168 m2,https://www.etreproprio.com/immobilier-22715755-vente-maison-saint-malo-des-trois-fontaines-4-pieces-168-m2-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,199810.0,Saint-Malo-Des-Trois-Fontaines 56490,168.0,1 640,5.0,1189.0
Maison saint malo des trois fontaines 4 pièce(s) 154 m2,https://www.etreproprio.com/immobilier-19755574-vente-maison-saint-malo-des-trois-fontaines-4-pieces-154-m2-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,66585.0,Saint-Malo-Des-Trois-Fontaines 56490,154.0,960,4.0,432.0
Maison 205m² à saint-malo-des-trois-fontaines,https://www.etreproprio.com/immobilier-21522053-vente-maison-205m-a-saint-malo-des-trois-fontaines-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,199000.0,Saint-Malo-Des-Trois-Fontaines 56490,205.0,8 684,10.0,971.0
"Charmante maison familiale en pierre, au coeur du bourg de saint-malo-des-trois-fontaines",https://www.etreproprio.com/immobilier-20134324-vente-charmante-maison-familiale-en-pierre-au-coeur-du-bourg-de-saint-malo-des-trois-fontaines-saint-malo-des-trois-fontaines,56227,https://www.etreproprio.com/annonces/th.lc56227-r0.odd.g1#list,227800.0,Saint-Malo-Des-Trois-Fontaines 56490,169.0,1 471,7.0,1348.0
Maison neuve : plain-pied de 5 pièces sur saint marcel (56),https://www.etreproprio.com/immobilier-22380997-vente-maison-neuve-plain-pied-de-5-pieces-sur-saint-marcel-56-saint-marcel,56228,https://www.etreproprio.com/annonces/th.lc56228-r0.odd.g1#list,403650.0,Saint-Marcel 56140,125.0,2 020,5.0,3229.0
Maison 5 pièces,https://www.etreproprio.com/immobilier-22355288-vente-maison-5-pieces-saint-marcel,56228,https://www.etreproprio.com/annonces/th.lc56228-r0.odd.g1#list,403500.0,Saint-Marcel 56140,125.0,2 020,5.0,3228.0
Maison 145m² à saint-marcel,https://www.etreproprio.com/immobilier-23319748-vente-maison-145m-a-saint-marcel-saint-marcel,56228,https://www.etreproprio.com/annonces/th.lc56228-r0.odd.g1#list,368500.0,Saint-Marcel 56140,145.0,889,7.0,2541.0
Maison 125m² à saint-marcel,https://www.etreproprio.com/immobilier-21733400-vente-maison-125m-a-saint-marcel-saint-marcel,56228,https://www.etreproprio.com/annonces/th.lc56228-r0.odd.g1#list,369770.0,Saint-Marcel 56140,125.0,889,7.0,2958.0
Maison et gites,https://www.etreproprio.com/immobilier-23451262-vente-maison-et-gites-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,253500.0,Saint-Martin 56200,200.0,8 436,12.0,1268.0
grande maison familiale sur 3 niveaux avec hangar + terrain de 2622 m² – à 3 min du centre de saint-martin-sur-oust – aucun tra,https://www.etreproprio.com/immobilier-23838793-vente-grande-maison-familiale-sur-3-niveaux-avec-hangar-terrain-de-2622-m-a-3-min-du-centre-de-saint-martin-sur-oust-aucun-tra-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,299000.0,Saint-Martin 56200,200.0,2 622,7.0,1495.0
Maison à vendre 6 pièces plus dépendances à fort potentiel sur saint martin sur oust (56),https://www.etreproprio.com/immobilier-21691002-vente-maison-a-vendre-6-pieces-plus-dependances-a-fort-potentiel-sur-saint-martin-sur-oust-56-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,189000.0,Saint-Martin 56200,113.0,881,6.0,1673.0
Maison  8 pièce(s) 126 m2 saint martin sur oust,https://www.etreproprio.com/immobilier-23053813-vente-maison-8-pieces-126-m2-saint-martin-sur-oust-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,195000.0,Saint-Martin 56200,126.0,930,8.0,1548.0
Maison familiale 6 pièces 150 m2,https://www.etreproprio.com/immobilier-22481837-vente-maison-familiale-6-pieces-150-m2-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,172400.0,Saint-Martin 56200,150.0,145,5.0,1149.0
Maison 150m² à saint-martin,https://www.etreproprio.com/immobilier-22466828-vente-maison-150m-a-saint-martin-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,172400.0,Saint-Martin 56200,150.0,145,5.0,1149.0
Maison 156m² à saint-martin,https://www.etreproprio.com/immobilier-22401639-vente-maison-156m-a-saint-martin-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,171150.0,Saint-Martin 56200,156.0,,6.0,1097.0
Commerce et habitation 170m² t8 à st martin sur oust,https://www.etreproprio.com/immobilier-22354921-vente-commerce-et-habitation-170m-t8-a-st-martin-sur-oust-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,159000.0,Saint-Martin 56200,170.0,1 212,8.0,935.0
Maison 3 pièces à rénover,https://www.etreproprio.com/immobilier-21391148-vente-maison-3-pieces-a-renover-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,51400.0,Saint-Martin 56200,125.0,,3.0,411.0
Maison saint martin sur oust 4 pièce(s) 103 m2,https://www.etreproprio.com/immobilier-22200480-vente-maison-saint-martin-sur-oust-4-pieces-103-m2-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,151990.0,Saint-Martin 56200,103.0,210,4.0,1476.0
"Saint-martin sur oust 56200 - maison pierre 2 chambres, véranda, jardin clos et garage",https://www.etreproprio.com/immobilier-22112642-vente-saint-martin-sur-oust-56200-maison-pierre-2-chambres-veranda-jardin-clos-et-garage-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,169600.0,Saint-Martin 56200,87.0,590,3.0,1949.0
Maison à vendre 7 pièces saint martin sur oust (56),https://www.etreproprio.com/immobilier-22062299-vente-maison-a-vendre-7-pieces-saint-martin-sur-oust-56-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,170824.0,Saint-Martin 56200,150.0,203,7.0,1139.0
Maison d'habitation saint-martin sur oust 120 m2,https://www.etreproprio.com/immobilier-22032174-vente-maison-d-habitation-saint-martin-sur-oust-120-m2-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,148400.0,Saint-Martin 56200,120.0,212,4.0,1237.0
"Longère à rénover, 124 m2 sur terrain clos de 1857 m2, saint martin sur oust (56200)",https://www.etreproprio.com/immobilier-20949155-vente-longere-a-renover-124-m2-sur-terrain-clos-de-1857-m2-saint-martin-sur-oust-56200-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,96300.0,Saint-Martin 56200,124.0,1 820,4.0,777.0
"Longère à rénover, 94m2 sur terrain clos de 655 m2, saint martin sur oust (56200)",https://www.etreproprio.com/immobilier-20949154-vente-longere-a-renover-94m2-sur-terrain-clos-de-655-m2-saint-martin-sur-oust-56200-saint-martin,56229,https://www.etreproprio.com/annonces/th.lc56229-r0.odd.g1#list,77000.0,Saint-Martin 56200,94.0,630,4.0,819.0
Maison 100m² à saint-nicolas-du-tertre,https://www.etreproprio.com/immobilier-22461467-vente-maison-100m-a-saint-nicolas-du-tertre-saint-nicolas-du-tertre,56230,https://www.etreproprio.com/annonces/th.lc56230-r0.odd.g1#list,250000.0,Saint-Nicolas-Du-Tertre 56910,100.0,339,4.0,2500.0
Maison saint nicolas du tertre 11 pièce(s) 235 m2,https://www.etreproprio.com/immobilier-22619740-vente-maison-saint-nicolas-du-tertre-11-pieces-235-m2-saint-nicolas-du-tertre,56230,https://www.etreproprio.com/annonces/th.lc56230-r0.odd.g1#list,201400.0,Saint-Nicolas-Du-Tertre 56910,235.0,1 785,11.0,857.0
Maison 135m² à saint-nolff,https://www.etreproprio.com/immobilier-23865501-vente-maison-135m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,440000.0,Saint-Nolff 56250,135.0,800,7.0,3259.0
Tres belle longere en pierre avec 2 habitations independantes,https://www.etreproprio.com/immobilier-23799560-vente-tres-belle-longere-en-pierre-avec-2-habitations-independantes-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,319950.0,Saint-Nolff 56250,180.0,208,8.0,1778.0
Maison 180m² à saint-nolff,https://www.etreproprio.com/immobilier-23045226-vente-maison-180m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,321516.0,Saint-Nolff 56250,180.0,208,8.0,1786.0
Belle maison contemporaine de 2024 d'un surface de 103m²,https://www.etreproprio.com/immobilier-23665598-vente-belle-maison-contemporaine-de-2024-d-un-surface-de-103m-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,325000.0,Saint-Nolff 56250,103.0,449,6.0,3155.0
Maison 92m² à saint-nolff,https://www.etreproprio.com/immobilier-23636475-vente-maison-92m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,283500.0,Saint-Nolff 56250,92.0,759,4.0,3082.0
Maison 75m² à saint-nolff,https://www.etreproprio.com/immobilier-23140966-vente-maison-75m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,288750.0,Saint-Nolff 56250,75.0,323,6.0,3850.0
Jolie maison nolféenne située au calme !,https://www.etreproprio.com/immobilier-23629342-vente-jolie-maison-nolfeenne-situee-au-calme-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,270000.0,Saint-Nolff 56250,92.0,1 081,5.0,2935.0
"Maison saint nolff  - dilliec - avec jardin, verger",https://www.etreproprio.com/immobilier-23579919-vente-maison-saint-nolff-dilliec-avec-jardin-verger-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,298900.0,Saint-Nolff 56250,130.0,2 500,6.0,2299.0
Maison 135m² à saint-nolff,https://www.etreproprio.com/immobilier-22646036-vente-maison-135m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,363950.0,Saint-Nolff 56250,135.0,400,6.0,2696.0
Maison 88m² à saint-nolff,https://www.etreproprio.com/immobilier-23464551-vente-maison-88m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,282400.0,Saint-Nolff 56250,88.0,730,4.0,3209.0
Maison 142m² à saint-nolff,https://www.etreproprio.com/immobilier-23464550-vente-maison-142m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,365500.0,Saint-Nolff 56250,142.0,400,6.0,2574.0
Maison individuelle,https://www.etreproprio.com/immobilier-23464552-vente-maison-individuelle-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,389000.0,Saint-Nolff 56250,160.0,550,6.0,2431.0
Maison traditionnelle aux portes de vannes !,https://www.etreproprio.com/immobilier-23349458-vente-maison-traditionnelle-aux-portes-de-vannes-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,282400.0,Saint-Nolff 56250,88.0,759,4.0,3209.0
Maison à vendre 5 pièces saint nolff (56),https://www.etreproprio.com/immobilier-23342854-vente-maison-a-vendre-5-pieces-saint-nolff-56-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,282400.0,Saint-Nolff 56250,88.0,759,5.0,3209.0
"Longère ,chaumière 161m2  aux portes de vannes (saint-nolff)",https://www.etreproprio.com/immobilier-23132346-vente-longere-chaumiere-161m2-aux-portes-de-vannes-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,609000.0,Saint-Nolff 56250,161.0,2 000,6.0,3783.0
Maison 102m² à saint-nolff,https://www.etreproprio.com/immobilier-22910797-vente-maison-102m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,388960.0,Saint-Nolff 56250,103.0,759,5.0,3776.0
Maison 114m² à saint-nolff,https://www.etreproprio.com/immobilier-23069906-vente-maison-114m-a-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,323950.0,Saint-Nolff 56250,114.0,441,5.0,2842.0
Maison en pierre au bourg de saint-nolff,https://www.etreproprio.com/immobilier-22567283-vente-maison-en-pierre-au-bourg-de-saint-nolff-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,397480.0,Saint-Nolff 56250,160.0,964,5.0,2484.0
Charmante maison en pierre en campagne nolféenne,https://www.etreproprio.com/immobilier-22427011-vente-charmante-maison-en-pierre-en-campagne-nolfeenne-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,329400.0,Saint-Nolff 56250,110.0,1 831,6.0,2995.0
Beau potentiel pour cette maison nolféenne située au calme !,https://www.etreproprio.com/immobilier-21555349-vente-beau-potentiel-pour-cette-maison-nolfeenne-situee-au-calme-saint-nolff,56231,https://www.etreproprio.com/annonces/th.lc56231-r0.odd.g1#list,282400.0,Saint-Nolff 56250,110.0,815,5.0,2567.0
Maison saint perreux 3 chambres,https://www.etreproprio.com/immobilier-23678201-vente-maison-saint-perreux-3-chambres-saint-perreux,56232,https://www.etreproprio.com/annonces/th.lc56232-r0.odd.g1#list,175890.0,Saint-Perreux 56350,68.0,1 400,5.0,2587.0
Maison 131m² à saint-perreux,https://www.etreproprio.com/immobilier-23280260-vente-maison-131m-a-saint-perreux-saint-perreux,56232,https://www.etreproprio.com/annonces/th.lc56232-r0.odd.g1#list,237000.0,Saint-Perreux 56350,131.0,,4.0,1809.0
Bien d'exception à proximité des plages,https://www.etreproprio.com/immobilier-23885382-vente-bien-d-exception-a-proximite-des-plages-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,1058400.0,Saint-Philibert 56470,165.0,840,5.0,6415.0
Maison à vendre saint-philibert,https://www.etreproprio.com/immobilier-23652613-vente-maison-a-vendre-saint-philibert-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,310000.0,Saint-Philibert 56470,110.0,2 261,5.0,2818.0
A 200 mètres de la plage de men er belleg,https://www.etreproprio.com/immobilier-23845119-vente-a-200-metres-de-la-plage-de-men-er-belleg-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,682500.0,Saint-Philibert 56470,108.0,499,6.0,6319.0
Maison neuve - bourg de saint philibert,https://www.etreproprio.com/immobilier-23604163-vente-maison-neuve-bourg-de-saint-philibert-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,539000.0,Saint-Philibert 56470,95.0,293,4.0,5674.0
Emplacement exceptionnel à 300 m des plages de men er belleg et kernevest,https://www.etreproprio.com/immobilier-21466086-vente-emplacement-exceptionnel-a-300-m-des-plages-de-men-er-belleg-et-kernevest-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,499280.0,Saint-Philibert 56470,98.0,530,6.0,5095.0
Bâtisse à rénover - bourg de saint philibert,https://www.etreproprio.com/immobilier-23516172-vente-batisse-a-renover-bourg-de-saint-philibert-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,273000.0,Saint-Philibert 56470,140.0,437,5.0,1950.0
Maison 3 pièces,https://www.etreproprio.com/immobilier-23474990-vente-maison-3-pieces-saint-philibert,56233,https://www.etreproprio.com/annonces/th.lc56233-r0.odd.g1#list,414900.0,Saint-Philibert 56470,75.0,361,3.0,5532.0
